Number,Gender,Age,Income
29443,Male,36,92942
29444,Female,44,82650
29445,Female,35,79439
29446,Male,26,104371
29447,Male,30,103550
29448,Male,34,100581
29449,Male,47,105490
29450,Female,55,97835
29451,Female,31,83273
29452,Female,33,106926
29453,Female,62,71387
29454,Female,54,100586
29455,Female,63,96498
29456,Male,50,85116
29457,Female,26,97029
29458,Female,52,86914
29459,Male,58,104174
29460,Male,64,100902
29461,Female,45,90771
29462,Male,59,81881
29463,Male,51,111469
29464,Female,26,71308
29465,Male,29,108806
29466,Female,42,82506
29467,Male,50,90035
29468,Female,27,97125
29469,Female,41,80445
29470,Female,57,91702
29471,Female,65,98759
29472,Female,41,93437
29473,Female,36,82737
29474,Male,45,92052
29475,Female,52,91013
29476,Male,26,105907
29477,Female,62,94314
29478,Male,45,123477
29479,Female,43,65609
29480,Male,53,98185
29481,Male,62,101847
29482,Male,30,95450
29483,Female,28,87220
29484,Male,50,92663
29485,Male,27,109782
29486,Female,40,97795
29487,Female,39,81807
29488,Male,30,99831
29489,Female,65,87684
29490,Female,36,89573
29491,Female,27,87180
29492,Male,41,96692
29493,Female,37,101774
29494,Male,55,91585
29495,Male,41,110279
29496,Male,40,96725
29497,Male,47,106437
29498,Female,51,77273
29499,Female,59,79523
29500,Male,47,109684
29501,Female,35,88592
29502,Male,53,95207
29503,Female,37,83674
29504,Male,57,117060
29505,Male,40,107338
29506,Male,61,110809
29507,Female,64,87352
29508,Female,60,85636
29509,Male,44,99072
29510,Male,51,107335
29511,Female,39,84721
29512,Female,29,103404
29513,Male,38,100599
29514,Male,34,115067
29515,Female,52,83507
29516,Female,62,81948
29517,Male,54,95646
29518,Male,41,89019
29519,Male,34,104409
29520,Male,48,122447
29521,Male,58,106041
29522,Male,65,99710
29523,Female,60,95619
29524,Male,40,94020
29525,Male,49,107938
29526,Male,33,104539
29527,Male,44,106326
29528,Male,48,88194
29529,Female,31,95007
29530,Female,33,100190
29531,Female,58,100845
29532,Female,53,96748
29533,Female,25,88169
29534,Female,49,79868
29535,Female,52,97536
29536,Female,59,93309
29537,Female,36,85728
29538,Male,31,95847
29539,Male,25,93153
29540,Female,36,109428
29541,Male,58,104593
29542,Male,56,101452
29543,Male,60,104216
29544,Female,38,75657
29545,Female,29,90275
29546,Male,47,102913
29547,Male,53,79134
29548,Female,48,76725
29549,Female,45,95696
29550,Male,59,93178
29551,Female,38,96509
29552,Male,44,100178
29553,Male,45,110275
29554,Female,51,78996
29555,Female,34,89206
29556,Female,60,110811
29557,Male,62,95599
29558,Male,58,86165
29559,Male,38,95675
29560,Male,35,95744
29561,Male,50,102059
29562,Female,64,88263
29563,Male,30,100167
29564,Female,60,105288
29565,Female,54,90825
29566,Male,34,102803
29567,Male,55,101452
29568,Male,53,91446
29569,Female,32,94922
29570,Female,43,96924
29571,Male,54,104959
29572,Male,62,122400
29573,Female,44,84470
29574,Male,26,97500
29575,Male,48,97153
29576,Male,36,100002
29577,Male,65,101142
29578,Male,41,95332
29579,Female,62,97386
29580,Male,26,109286
29581,Female,36,97538
29582,Male,42,85237
29583,Female,44,98791
29584,Male,41,110377
29585,Female,56,117504
29586,Male,32,85571
29587,Female,28,87487
29588,Male,42,120194
29589,Male,61,92555
29590,Female,33,107512
29591,Male,41,86748
29592,Male,49,112647
29593,Female,53,92127
29594,Male,51,111165
29595,Female,47,77293
29596,Female,59,78405
29597,Female,57,86642
29598,Female,28,82510
29599,Male,65,95207
29600,Male,43,118198
29601,Male,58,114537
29602,Female,42,87276
29603,Male,27,111546
29604,Male,56,99191
29605,Male,52,97764
29606,Male,45,109001
29607,Female,29,103005
29608,Male,63,103134
29609,Female,48,97551
29610,Female,40,99081
29611,Male,49,110816
29612,Male,48,95774
29613,Female,32,97948
29614,Female,65,93254
29615,Male,34,87474
29616,Male,26,95060
29617,Male,45,118881
29618,Female,50,77878
29619,Male,44,85339
29620,Male,40,94660
29621,Male,49,124621
29622,Male,65,89570
29623,Female,26,79052
29624,Male,30,91791
29625,Male,36,105652
29626,Male,49,103883
29627,Female,52,107886
29628,Female,45,97604
29629,Male,46,105817
29630,Male,53,111814
29631,Male,35,80659
29632,Female,41,89138
29633,Male,58,115126
29634,Female,28,84653
29635,Female,29,77769
29636,Male,54,93306
29637,Male,58,87285
29638,Male,60,92721
29639,Male,30,115829
29640,Male,25,100089
29641,Male,37,104040
29642,Male,62,103821
29643,Male,57,108953
29644,Male,56,110067
29645,Female,62,96405
29646,Male,35,97092
29647,Female,59,94107
29648,Female,42,100447
29649,Male,29,89586
29650,Male,59,101670
29651,Female,51,111109
29652,Male,32,107956
29653,Male,29,104789
29654,Male,64,98650
29655,Male,47,106524
29656,Male,32,87548
29657,Female,64,89698
29658,Female,26,74823
29659,Female,48,86378
29660,Male,33,98155
29661,Male,58,111275
29662,Male,26,96780
29663,Female,26,89409
29664,Female,28,82959
29665,Female,35,80135
29666,Female,25,93789
29667,Female,32,84398
29668,Female,38,92318
29669,Female,39,76708
29670,Male,46,103929
29671,Male,45,96490
29672,Female,54,83731
29673,Female,34,76155
29674,Female,63,100271
29675,Male,44,120519
29676,Male,49,86776
29677,Male,41,103731
29678,Male,41,87067
29679,Male,59,98234
29680,Male,50,90137
29681,Male,47,97524
29682,Female,63,103345
29683,Female,45,95064
29684,Male,25,91922
29685,Male,49,97417
29686,Male,36,107300
29687,Male,37,101482
29688,Male,27,106003
29689,Female,41,87287
29690,Female,47,89510
29691,Male,27,100833
29692,Male,33,100649
29693,Male,45,96096
29694,Female,31,95484
29695,Male,61,101166
29696,Male,44,86827
29697,Female,32,102099
29698,Male,47,96946
29699,Male,64,100888
29700,Female,60,89557
29701,Female,65,91894
29702,Female,63,88833
29703,Female,42,80810
29704,Female,35,90697
29705,Female,55,85015
29706,Male,41,103377
29707,Male,34,71198
29708,Female,31,94709
29709,Female,50,88015
29710,Male,52,99283
29711,Male,60,123040
29712,Female,54,92602
29713,Male,26,92204
29714,Female,53,88105
29715,Male,42,109545
29716,Male,27,99584
29717,Male,45,119749
29718,Female,36,107025
29719,Female,32,99666
29720,Female,54,83770
29721,Female,41,96638
29722,Female,25,87890
29723,Male,50,92802
29724,Male,51,92085
29725,Female,40,87422
29726,Male,45,91535
29727,Male,25,86392
29728,Male,52,110467
29729,Male,44,93083
29730,Male,48,120347
29731,Female,37,90846
29732,Female,38,101476
29733,Female,53,74390
29734,Male,49,113932
29735,Male,30,105094
29736,Female,52,96667
29737,Male,41,107279
29738,Female,32,88037
29739,Male,40,92840
29740,Male,50,109548
29741,Male,45,105173
29742,Male,48,106642
29743,Male,27,93918
29744,Female,40,76009
29745,Male,49,85168
29746,Female,36,103865
29747,Male,29,86488
29748,Male,35,106126
29749,Female,43,104514
29750,Female,47,86758
29751,Female,44,80587
29752,Male,31,110786
29753,Male,54,95980
29754,Female,56,86863
29755,Male,29,98035
29756,Male,28,100738
29757,Female,60,101627
29758,Male,58,89990
29759,Male,30,88264
29760,Male,51,105985
29761,Male,31,90486
29762,Male,25,103720
29763,Male,48,83663
29764,Male,57,81422
29765,Female,58,86891
29766,Female,38,110401
29767,Female,54,88913
29768,Male,49,114188
29769,Female,25,109984
29770,Female,31,85236
29771,Male,35,100947
29772,Female,34,95464
29773,Male,51,88159
29774,Female,58,81764
29775,Male,48,98353
29776,Female,59,92762
29777,Female,27,102069
29778,Female,38,67890
29779,Male,54,95761
29780,Male,57,101629
29781,Male,34,92507
29782,Female,48,72408
29783,Female,34,88962
29784,Female,60,92842
29785,Female,65,110265
29786,Male,57,124514
29787,Male,26,113558
29788,Male,50,96527
29789,Male,36,112071
29790,Female,64,87215
29791,Male,27,108680
29792,Female,29,79580
29793,Male,52,113010
29794,Male,59,109527
29795,Male,49,98315
29796,Female,29,88445
29797,Female,63,98410
29798,Male,36,98495
29799,Male,41,120900
29800,Female,63,89500
29801,Male,52,104584
29802,Female,27,86995
29803,Female,26,81292
29804,Female,43,81780
29805,Female,35,95514
29806,Male,40,117311
29807,Female,31,81701
29808,Female,29,97079
29809,Male,34,94697
29810,Male,60,90058
29811,Female,33,92976
29812,Female,28,90383
29813,Male,48,112115
29814,Male,54,109015
29815,Female,54,89132
29816,Female,58,103376
29817,Female,45,97904
29818,Male,58,105602
29819,Male,25,91141
29820,Female,25,82129
29821,Male,58,76982
29822,Male,40,109852
29823,Female,45,111097
29824,Female,38,101052
29825,Male,29,104046
29826,Male,41,108152
29827,Female,36,93613
29828,Female,55,93307
29829,Male,31,96400
29830,Male,43,116124
29831,Male,60,97259
29832,Female,64,91573
29833,Female,54,88897
29834,Female,42,80903
29835,Female,27,100996
29836,Male,26,71424
29837,Male,44,96076
29838,Female,44,89385
29839,Male,33,107195
29840,Male,47,86707
29841,Male,25,101666
29842,Female,41,84853
29843,Female,40,88762
29844,Male,45,95155
29845,Male,45,83191
29846,Male,57,103964
29847,Female,46,101085
29848,Female,25,83153
29849,Female,34,94530
29850,Male,33,92574
29851,Male,56,94924
29852,Male,46,94773
29853,Male,38,93462
29854,Male,62,102049
29855,Female,55,115547
29856,Female,54,78263
29857,Male,40,110797
29858,Male,60,99075
29859,Female,43,91254
29860,Female,46,80939
29861,Male,37,108950
29862,Male,50,88530
29863,Male,61,97252
29864,Female,42,69922
29865,Female,59,79890
29866,Male,36,85582
29867,Male,55,121179
29868,Male,57,109168
29869,Male,37,88533
29870,Male,41,76119
29871,Female,39,109191
29872,Male,56,103079
29873,Female,40,90893
29874,Male,54,103485
29875,Male,36,98338
29876,Male,34,113193
29877,Male,57,100856
29878,Male,45,85228
29879,Female,54,83705
29880,Male,62,120745
29881,Male,38,88255
29882,Female,33,81108
29883,Female,53,84162
29884,Male,43,108276
29885,Female,41,82456
29886,Male,25,96999
29887,Female,53,106119
29888,Male,64,94435
29889,Female,25,103167
29890,Female,47,90945
29891,Male,30,94883
29892,Male,61,94252
29893,Female,52,120846
29894,Male,53,93808
29895,Female,61,103501
29896,Male,54,103149
29897,Female,57,90545
29898,Female,56,83712
29899,Male,27,86760
29900,Male,58,90706
29901,Male,29,122588
29902,Male,58,108745
29903,Male,56,108332
29904,Female,53,140380
29905,Female,60,91871
29906,Male,51,114919
29907,Male,53,103473
29908,Male,35,107149
29909,Female,48,77458
29910,Male,59,105289
29911,Male,64,112964
29912,Female,65,101148
29913,Female,31,98919
29914,Female,33,80159
29915,Male,44,92166
29916,Female,28,98360
29917,Male,57,88136
29918,Female,39,100014
29919,Female,61,89526
29920,Male,42,86667
29921,Male,50,104205
29922,Male,28,97057
29923,Male,54,117284
29924,Male,32,94258
29925,Female,54,86899
29926,Female,54,87197
29927,Male,38,109634
29928,Male,46,104659
29929,Male,64,97754
29930,Male,42,103520
29931,Female,28,82031
29932,Male,58,90759
29933,Male,36,91013
29934,Male,44,93061
29935,Female,32,82332
29936,Male,35,100675
29937,Female,51,84869
29938,Male,50,94357
29939,Female,41,97672
29940,Female,39,93902
29941,Female,26,90457
29942,Male,57,95158
29943,Male,48,108807
29944,Female,62,78177
29945,Male,40,108182
29946,Male,34,104641
29947,Male,31,102062
29948,Female,45,92484
29949,Male,26,106559
29950,Male,49,111658
29951,Male,61,95197
29952,Female,61,97008
29953,Female,59,100983
29954,Male,58,104981
29955,Male,63,95383
29956,Male,58,102855
29957,Male,57,94436
29958,Male,45,91775
29959,Male,49,102270
29960,Female,35,90494
29961,Male,36,105923
29962,Female,46,73519
29963,Male,34,119524
29964,Male,58,91262
29965,Female,36,96675
29966,Female,39,85194
29967,Female,64,83982
29968,Male,40,99236
29969,Male,25,111465
29970,Male,34,95016
29971,Male,64,97957
29972,Female,43,110542
29973,Male,62,103158
29974,Male,32,92561
29975,Male,47,90311
29976,Female,56,68527
29977,Male,46,108335
29978,Male,60,93442
29979,Male,41,92107
29980,Female,43,96390
29981,Female,27,90960
29982,Male,26,92481
29983,Male,50,103532
29984,Male,44,85258
29985,Male,38,121874
29986,Male,42,100633
29987,Male,46,115617
29988,Male,64,101073
29989,Female,65,75845
29990,Female,48,81715
29991,Female,38,86957
29992,Male,47,112595
29993,Male,64,96492
29994,Male,25,94733
29995,Male,44,101551
29996,Female,45,100620
29997,Female,50,93753
29998,Female,48,102727
29999,Male,37,79573
30000,Female,48,77806
30001,Male,53,89558
30002,Female,60,88083
30003,Male,32,90057
30004,Female,63,94644
30005,Male,63,98652
30006,Male,37,98364
30007,Male,62,100076
30008,Female,47,96322
30009,Male,62,80047
30010,Male,43,111220
30011,Female,45,82140
30012,Female,53,84506
30013,Female,65,91458
30014,Female,49,82637
30015,Female,29,89408
30016,Male,54,102393
30017,Male,26,109140
30018,Female,44,81385
30019,Female,40,126907
30020,Female,53,76229
30021,Female,58,82474
30022,Female,26,109041
30023,Male,49,110080
30024,Female,44,98772
30025,Female,62,98293
30026,Female,34,97287
30027,Female,26,94446
30028,Male,27,98304
30029,Female,57,76894
30030,Female,29,90311
30031,Male,28,92661
30032,Female,28,86803
30033,Female,44,87538
30034,Female,41,95922
30035,Female,39,90843
30036,Male,49,91961
30037,Male,26,95954
30038,Male,51,111315
30039,Male,40,87956
30040,Male,36,93220
30041,Female,40,92916
30042,Female,64,109152
30043,Male,26,95307
30044,Male,47,98840
30045,Male,59,106378
30046,Female,43,81258
30047,Male,57,99169
30048,Male,34,97025
30049,Female,59,89079
30050,Female,43,79193
30051,Female,62,80120
30052,Male,32,114746
30053,Female,36,93316
30054,Female,47,79221
30055,Male,47,106643
30056,Male,30,91659
30057,Female,32,87793
30058,Female,42,71833
30059,Male,63,105320
30060,Female,32,82664
30061,Male,41,110435
30062,Male,65,113405
30063,Female,43,82718
30064,Male,26,102559
30065,Male,55,95790
30066,Male,44,102631
30067,Male,37,103652
30068,Male,45,104568
30069,Male,48,78543
30070,Male,59,102745
30071,Male,47,102292
30072,Male,41,107955
30073,Male,51,103705
30074,Male,28,80456
30075,Male,30,113213
30076,Female,41,81811
30077,Male,46,96080
30078,Male,57,90449
30079,Female,50,83683
30080,Female,32,109971
30081,Female,49,84532
30082,Male,60,95702
30083,Male,58,97283
30084,Female,41,108416
30085,Female,37,89026
30086,Male,64,99500
30087,Male,58,109883
30088,Female,47,96539
30089,Male,34,98634
30090,Female,36,100483
30091,Male,36,96977
30092,Female,48,86676
30093,Male,46,99484
30094,Female,53,95263
30095,Female,48,101990
30096,Male,51,100668
30097,Female,64,94438
30098,Male,56,98437
30099,Female,60,82090
30100,Female,59,96618
30101,Male,39,90122
30102,Male,57,86900
30103,Male,32,113377
30104,Female,40,85989
30105,Male,50,110790
30106,Male,49,96960
30107,Male,32,97114
30108,Female,52,97293
30109,Female,30,103869
30110,Female,30,72307
30111,Female,30,99478
30112,Male,41,90397
30113,Female,44,99013
30114,Female,31,85390
30115,Male,51,94163
30116,Female,35,105843
30117,Male,59,81317
30118,Female,31,71819
30119,Female,41,64390
30120,Male,28,101230
30121,Male,42,116599
30122,Female,46,86338
30123,Male,43,96940
30124,Female,64,81000
30125,Female,58,84559
30126,Female,34,87005
30127,Female,54,92895
30128,Male,28,95160
30129,Female,26,98299
30130,Male,65,106742
30131,Female,61,77047
30132,Male,49,110942
30133,Male,51,96078
30134,Male,55,105792
30135,Male,49,78618
30136,Male,55,99968
30137,Female,49,87886
30138,Female,43,103806
30139,Male,52,82242
30140,Female,33,90219
30141,Female,47,94431
30142,Male,58,84718
30143,Male,31,104525
30144,Male,41,102944
30145,Male,52,101897
30146,Male,49,106053
30147,Male,47,91820
30148,Female,30,91904
30149,Female,32,103682
30150,Female,28,78656
30151,Male,29,101938
30152,Female,65,84422
30153,Female,44,95993
30154,Male,62,93027
30155,Male,46,91417
30156,Male,37,97908
30157,Male,33,84022
30158,Male,45,102145
30159,Female,57,98217
30160,Female,50,103389
30161,Male,32,91567
30162,Female,39,81211
30163,Male,26,96936
30164,Male,64,93949
30165,Male,37,81073
30166,Male,55,118795
30167,Male,28,102333
30168,Male,61,78534
30169,Male,56,86549
30170,Male,59,95067
30171,Female,42,97179
30172,Male,38,107203
30173,Female,53,84215
30174,Female,28,97331
30175,Female,43,100901
30176,Male,58,96619
30177,Female,30,86396
30178,Female,48,82295
30179,Male,54,100307
30180,Male,53,100977
30181,Male,30,109845
30182,Male,56,104774
30183,Female,55,93736
30184,Female,40,98121
30185,Male,54,90325
30186,Female,38,96154
30187,Female,52,72188
30188,Male,37,103587
30189,Male,44,104397
30190,Male,58,103429
30191,Male,36,93870
30192,Female,41,106293
30193,Male,45,109469
30194,Female,57,68133
30195,Male,53,107551
30196,Male,55,104063
30197,Male,37,86276
30198,Male,31,109274
30199,Male,29,100908
30200,Female,55,69554
30201,Male,62,96955
30202,Male,53,114825
30203,Male,30,102788
30204,Male,44,100941
30205,Female,31,83465
30206,Male,32,122405
30207,Male,32,88790
30208,Female,35,99791
30209,Male,63,99144
30210,Male,65,97160
30211,Male,54,100757
30212,Male,33,100532
30213,Female,33,78777
30214,Female,60,93020
30215,Female,26,90676
30216,Female,30,66334
30217,Female,41,100033
30218,Female,55,83420
30219,Female,29,81586
30220,Male,51,103582
30221,Male,40,90778
30222,Male,45,78905
30223,Male,50,106728
30224,Male,45,81975
30225,Female,64,82798
30226,Female,28,85565
30227,Male,36,102244
30228,Female,36,107560
30229,Male,37,100230
30230,Male,26,98848
30231,Female,55,99244
30232,Male,38,117273
30233,Male,54,99645
30234,Male,39,93407
30235,Female,43,85620
30236,Male,50,84390
30237,Male,45,113138
30238,Female,32,102901
30239,Male,45,100371
30240,Male,25,82181
30241,Female,34,102786
30242,Female,64,108960
30243,Male,46,90998
30244,Male,52,102246
30245,Male,47,102729
30246,Male,60,112534
30247,Male,50,93518
30248,Male,54,102727
30249,Female,40,94380
30250,Male,46,111702
30251,Male,61,101677
30252,Male,63,95109
30253,Female,34,80297
30254,Female,43,89051
30255,Male,25,118466
30256,Female,29,91476
30257,Male,44,110720
30258,Male,65,111626
30259,Female,61,94880
30260,Female,36,81797
30261,Male,60,108577
30262,Female,49,91928
30263,Male,57,113736
30264,Male,38,102375
30265,Male,27,101476
30266,Female,41,87189
30267,Male,64,85081
30268,Female,47,97511
30269,Male,58,103039
30270,Female,57,73714
30271,Male,58,96124
30272,Male,37,100958
30273,Female,62,88981
30274,Female,27,96278
30275,Female,50,92987
30276,Male,35,111599
30277,Male,33,114316
30278,Male,48,107446
30279,Male,45,102783
30280,Male,39,78957
30281,Female,64,90895
30282,Male,40,101101
30283,Male,37,87692
30284,Male,54,117964
30285,Male,52,99534
30286,Female,63,101677
30287,Male,47,104532
30288,Male,58,109616
30289,Male,56,95513
30290,Male,38,117414
30291,Male,35,92394
30292,Female,42,94392
30293,Female,44,65008
30294,Male,34,106713
30295,Male,47,113829
30296,Female,47,92037
30297,Male,37,100884
30298,Male,51,93061
30299,Female,56,110609
30300,Male,41,95083
30301,Male,40,110209
30302,Male,38,91474
30303,Female,56,109071
30304,Male,31,95981
30305,Female,54,76663
30306,Male,41,110840
30307,Female,61,97532
30308,Male,56,104572
30309,Female,47,101386
30310,Male,42,91085
30311,Female,56,101627
30312,Male,63,97833
30313,Female,51,79837
30314,Female,47,80071
30315,Female,59,103982
30316,Female,55,93106
30317,Female,40,80675
30318,Female,43,98164
30319,Male,32,94088
30320,Male,57,100339
30321,Female,55,94907
30322,Female,37,82146
30323,Male,46,98006
30324,Male,26,92675
30325,Female,57,77959
30326,Male,45,87816
30327,Male,64,80058
30328,Female,53,102949
30329,Male,56,106506
30330,Female,53,101745
30331,Female,31,84749
30332,Female,61,77991
30333,Male,34,95436
30334,Male,27,97052
30335,Male,64,99592
30336,Female,37,84418
30337,Male,26,101494
30338,Male,62,99834
30339,Male,55,99449
30340,Male,38,106093
30341,Male,36,108191
30342,Male,61,115730
30343,Female,42,87148
30344,Female,54,95369
30345,Male,44,90564
30346,Male,38,99905
30347,Male,56,93877
30348,Male,58,101018
30349,Female,25,86957
30350,Male,27,92822
30351,Female,46,96117
30352,Male,31,116895
30353,Male,32,83869
30354,Male,26,99601
30355,Male,40,116923
30356,Female,63,100638
30357,Male,52,115552
30358,Female,37,72939
30359,Female,31,102102
30360,Male,50,109748
30361,Female,49,76726
30362,Female,56,96876
30363,Male,42,108850
30364,Male,26,109218
30365,Female,61,103767
30366,Female,30,75340
30367,Female,32,80976
30368,Male,29,97012
30369,Male,56,97222
30370,Male,46,105766
30371,Female,32,91570
30372,Male,56,101686
30373,Male,33,105352
30374,Male,53,97122
30375,Male,44,89101
30376,Male,58,100039
30377,Male,62,102375
30378,Male,25,128442
30379,Male,61,97338
30380,Male,45,112093
30381,Male,37,99544
30382,Female,36,84922
30383,Female,59,83787
30384,Male,51,110346
30385,Male,54,85554
30386,Male,33,91390
30387,Female,42,104582
30388,Female,49,95327
30389,Male,30,102620
30390,Male,37,99265
30391,Female,46,92974
30392,Female,45,73982
30393,Female,41,78013
30394,Male,30,104486
30395,Female,59,98045
30396,Female,32,94598
30397,Female,42,99900
30398,Female,31,82496
30399,Female,37,66363
30400,Male,41,111233
30401,Male,43,99303
30402,Female,52,101914
30403,Male,45,107111
30404,Male,62,112385
30405,Male,51,94381
30406,Male,54,110151
30407,Male,27,103194
30408,Female,59,99999
30409,Female,39,94942
30410,Male,37,95213
30411,Female,38,99800
30412,Male,58,118301
30413,Female,45,98108
30414,Male,28,96481
30415,Male,26,100829
30416,Male,34,95807
30417,Male,52,104448
30418,Male,30,108488
30419,Female,35,92229
30420,Male,52,92783
30421,Male,43,106015
30422,Female,33,98264
30423,Male,34,86205
30424,Female,55,72611
30425,Male,52,102085
30426,Male,27,112462
30427,Female,58,96402
30428,Male,63,91884
30429,Male,47,84734
30430,Female,43,82797
30431,Male,53,108872
30432,Female,51,84024
30433,Female,34,86821
30434,Female,45,81945
30435,Male,47,103995
30436,Male,63,97472
30437,Female,25,103103
30438,Female,32,89796
30439,Male,29,116473
30440,Male,32,105589
30441,Male,52,97064
30442,Female,52,86385
30443,Female,29,102424
30444,Female,54,81773
30445,Male,53,86412
30446,Female,58,98654
30447,Male,63,116345
30448,Male,56,98984
30449,Female,28,58093
30450,Male,42,113605
30451,Female,47,109544
30452,Female,59,86536
30453,Male,39,102917
30454,Female,32,86641
30455,Male,43,97134
30456,Female,31,87291
30457,Male,53,99198
30458,Female,56,88266
30459,Female,28,72629
30460,Male,43,107076
30461,Male,44,116333
30462,Male,39,106123
30463,Male,54,94776
30464,Male,30,94716
30465,Female,64,82816
30466,Male,55,100307
30467,Male,57,101638
30468,Male,50,116633
30469,Female,45,81346
30470,Female,37,98925
30471,Female,53,94117
30472,Male,52,113997
30473,Female,29,99560
30474,Male,32,88538
30475,Male,51,117318
30476,Female,64,104036
30477,Female,52,86441
30478,Female,35,94925
30479,Female,38,87936
30480,Male,51,103937
30481,Male,55,93178
30482,Male,32,105124
30483,Female,44,97664
30484,Female,64,93107
30485,Male,51,106424
30486,Male,28,104066
30487,Female,62,88486
30488,Male,52,103309
30489,Female,41,114280
30490,Male,47,115028
30491,Female,52,87479
30492,Female,39,93528
30493,Male,44,110196
30494,Male,40,104654
30495,Female,43,89246
30496,Male,55,112556
30497,Female,60,103889
30498,Male,55,111680
30499,Male,64,105547
30500,Male,62,88681
30501,Male,45,100525
30502,Female,32,90521
30503,Female,63,101430
30504,Male,44,104158
30505,Female,47,100751
30506,Female,33,96044
30507,Male,33,76011
30508,Male,62,93594
30509,Male,34,97995
30510,Female,40,99598
30511,Female,36,87640
30512,Male,46,117885
30513,Female,30,97398
30514,Male,37,116416
30515,Male,35,106308
30516,Female,44,98656
30517,Male,41,100708
30518,Male,36,100892
30519,Male,53,110627
30520,Male,64,97936
30521,Female,58,84675
30522,Female,61,101190
30523,Male,62,83442
30524,Male,32,105184
30525,Female,60,98506
30526,Male,41,114766
30527,Female,32,66206
30528,Female,38,83513
30529,Female,61,102683
30530,Female,27,93384
30531,Male,53,86712
30532,Female,46,99207
30533,Female,59,97819
30534,Male,63,111233
30535,Female,56,102669
30536,Male,35,116078
30537,Male,46,93630
30538,Female,27,89507
30539,Female,51,93521
30540,Female,53,90487
30541,Male,61,90748
30542,Male,62,92218
30543,Female,60,95283
30544,Male,40,94008
30545,Female,34,75217
30546,Female,43,99201
30547,Female,33,103953
30548,Female,63,92963
30549,Female,47,112660
30550,Male,27,90284
30551,Female,56,103197
30552,Male,34,98606
30553,Female,56,93738
30554,Male,53,92818
30555,Male,27,72095
30556,Male,28,85169
30557,Female,38,113216
30558,Female,49,101488
30559,Male,28,89162
30560,Male,48,97592
30561,Female,52,81863
30562,Female,54,83638
30563,Male,54,89789
30564,Male,41,93677
30565,Male,62,109837
30566,Male,40,86565
30567,Male,32,92965
30568,Male,62,99013
30569,Female,57,71563
30570,Male,63,87439
30571,Male,48,102112
30572,Female,62,78127
30573,Female,64,90400
30574,Male,34,105321
30575,Female,64,98946
30576,Female,42,99321
30577,Female,34,78591
30578,Male,37,110312
30579,Male,25,86016
30580,Female,51,99722
30581,Male,44,118031
30582,Male,51,87190
30583,Female,27,83984
30584,Male,35,90204
30585,Male,37,101018
30586,Male,51,104470
30587,Male,28,85958
30588,Male,43,102285
30589,Female,48,95339
30590,Female,50,95672
30591,Female,36,77297
30592,Female,63,85182
30593,Female,32,82986
30594,Male,36,101221
30595,Female,46,87485
30596,Female,53,80119
30597,Male,62,98742
30598,Male,36,109088
30599,Female,32,72421
30600,Male,36,84505
30601,Male,46,98969
30602,Male,37,100655
30603,Male,63,97785
30604,Male,46,104633
30605,Female,57,95678
30606,Male,36,93655
30607,Male,58,128996
30608,Male,39,98157
30609,Female,57,95560
30610,Male,41,119287
30611,Female,55,91863
30612,Female,53,97155
30613,Male,27,84690
30614,Female,50,89490
30615,Female,65,102405
30616,Male,49,92548
30617,Female,29,92361
30618,Male,50,112376
30619,Male,42,85482
30620,Female,57,94095
30621,Male,33,103231
30622,Female,31,107795
30623,Male,38,97143
30624,Female,31,98389
30625,Female,45,93954
30626,Male,34,88089
30627,Male,38,101682
30628,Female,27,103369
30629,Female,41,99834
30630,Female,27,97150
30631,Female,47,85173
30632,Male,34,97143
30633,Female,58,80747
30634,Male,44,100946
30635,Female,46,91575
30636,Female,40,86221
30637,Female,54,83564
30638,Female,45,101393
30639,Female,27,106379
30640,Female,48,102662
30641,Female,61,67739
30642,Male,35,96202
30643,Female,52,89312
30644,Male,42,109878
30645,Male,45,100065
30646,Male,46,120797
30647,Male,52,103426
30648,Female,58,90771
30649,Female,30,88772
30650,Female,49,101353
30651,Male,26,108146
30652,Male,30,89975
30653,Male,26,92658
30654,Male,36,106998
30655,Male,59,95602
30656,Female,54,86881
30657,Male,39,102724
30658,Female,26,73572
30659,Male,44,110334
30660,Male,34,105691
30661,Female,44,89671
30662,Male,33,90774
30663,Male,57,117246
30664,Male,26,96268
30665,Female,39,92237
30666,Female,48,99199
30667,Female,41,95584
30668,Female,46,107064
30669,Male,65,110114
30670,Female,64,113874
30671,Male,34,123454
30672,Male,64,101407
30673,Female,48,84459
30674,Male,48,94582
30675,Male,26,83171
30676,Female,39,105718
30677,Male,52,101472
30678,Female,44,86028
30679,Male,52,108366
30680,Male,44,105433
30681,Female,31,72404
30682,Female,39,88154
30683,Male,48,110160
30684,Male,54,123079
30685,Female,45,96208
30686,Male,47,100380
30687,Female,55,88112
30688,Female,39,87483
30689,Female,34,71759
30690,Male,30,114251
30691,Female,54,85182
30692,Female,43,84601
30693,Female,64,91795
30694,Male,49,115961
30695,Female,43,97254
30696,Female,38,88753
30697,Male,40,84233
30698,Male,50,106252
30699,Male,40,97842
30700,Female,49,103605
30701,Female,33,90643
30702,Female,58,94990
30703,Male,37,105427
30704,Female,29,90957
30705,Male,29,104402
30706,Male,36,105233
30707,Female,48,92459
30708,Male,27,95766
30709,Male,40,114714
30710,Female,58,84757
30711,Male,30,108211
30712,Female,29,107811
30713,Male,50,86916
